0.0	2.4273288249969482
1.0	2.324751138687134
2.0	2.3059825897216797
3.0	2.304008722305298
4.0	2.2951366901397705
5.0	2.2954976558685303
6.0	2.2935993671417236
7.0	2.2895166873931885
8.0	2.2997384071350098
9.0	2.2970569133758545
10.0	2.2795310020446777
11.0	2.280907154083252
12.0	2.2769381999969482
13.0	2.2885234355926514
14.0	2.27421236038208
15.0	2.269906997680664
16.0	2.2826995849609375
17.0	2.2641780376434326
18.0	2.2614028453826904
19.0	2.2561206817626953
20.0	2.2524421215057373
21.0	2.250401735305786
22.0	2.281223773956299
23.0	2.2714130878448486
24.0	2.2708451747894287
25.0	2.2654542922973633
26.0	2.2303552627563477
27.0	2.229447841644287
28.0	2.226222515106201
29.0	2.2307140827178955
30.0	2.2273499965667725
31.0	2.210660219192505
32.0	2.208829879760742
33.0	2.2058117389678955
34.0	2.204345464706421
35.0	2.1940159797668457
36.0	2.18900728225708
37.0	2.193462610244751
38.0	2.1835005283355713
39.0	2.1750054359436035
40.0	2.227882146835327
41.0	2.1602985858917236
42.0	2.16259503364563
43.0	2.173529863357544
44.0	2.1568078994750977
45.0	2.225104570388794
46.0	2.147071361541748
47.0	2.214085817337036
48.0	2.1365363597869873
49.0	2.1337826251983643
50.0	2.2028262615203857
51.0	2.128464937210083
52.0	2.1231791973114014
53.0	2.1133008003234863
54.0	2.1096913814544678
55.0	2.197500467300415
56.0	2.101046085357666
57.0	2.1101503372192383
58.0	2.095961332321167
59.0	2.0962347984313965
60.0	2.0865719318389893
61.0	2.0786044597625732
62.0	2.085728645324707
63.0	2.0857555866241455
64.0	2.071641445159912
65.0	2.159236431121826
66.0	2.062260150909424
67.0	2.158416748046875
68.0	2.1614818572998047
69.0	2.1470561027526855
70.0	2.0421035289764404
71.0	2.0356504917144775
72.0	2.0440595149993896
73.0	2.0414648056030273
74.0	2.0257456302642822
75.0	2.0233852863311768
76.0	2.032644033432007
77.0	2.0219902992248535
78.0	2.1372931003570557
79.0	2.0028202533721924
80.0	1.992440104484558
81.0	1.9917761087417603
82.0	1.9975295066833496
83.0	1.987119436264038
84.0	1.9842500686645508
85.0	1.9906165599822998
86.0	1.9848887920379639
87.0	2.091662645339966
88.0	2.090587854385376
89.0	2.095392942428589
90.0	2.091644763946533
91.0	1.9446110725402832
92.0	1.9486970901489258
93.0	2.088258981704712
94.0	2.0935025215148926
95.0	1.938724160194397
96.0	1.9208027124404907
97.0	2.0822019577026367
98.0	1.9282326698303223
99.0	1.9109123945236206
100.0	2.0833826065063477
101.0	2.0560109615325928
